participant,ibex_ident,list,bloque,presentation,item_number,condition,rating,rt,grammaticality,control,distractor,zscore,binary_accuracy
5,136,l1,b3,127,37,B,6,3687,grammatical,subject,mismatch,1.03307698627282,1
5,138,l1,b3,129,95,H,1,2612,ungrammatical,object,mismatch,-0.926910971873242,1
5,140,l1,b3,131,41,A,6,2767,grammatical,subject,match,1.03307698627282,1
5,142,l1,b3,133,50,F,5,3846,grammatical,object,mismatch,0.641079394643608,1
5,144,l1,b3,135,68,G,1,2357,ungrammatical,object,match,-0.926910971873242,1
5,146,l1,b3,137,48,C,1,2702,ungrammatical,subject,match,-0.926910971873242,1
5,149,l1,b3,140,72,E,7,2911,grammatical,object,match,1.42507457790203,1
5,150,l1,b3,141,15,D,1,1997,ungrammatical,subject,mismatch,-0.926910971873242,1
5,152,l1,b3,143,82,E,6,3060,grammatical,object,match,1.03307698627282,1
5,154,l1,b4,145,83,E,7,2981,grammatical,object,match,1.42507457790203,1
5,157,l1,b4,148,23,A,6,3932,grammatical,subject,match,1.03307698627282,1
5,159,l1,b4,150,28,B,7,3348,grammatical,subject,mismatch,1.42507457790203,1
5,161,l1,b4,152,49,H,1,2725,ungrammatical,object,mismatch,-0.926910971873242,1
5,163,l1,b4,154,9,C,1,2285,ungrammatical,subject,match,-0.926910971873242,1
5,165,l1,b4,156,93,G,1,3341,ungrammatical,object,match,-0.926910971873242,1
5,167,l1,b4,158,29,B,4,4397,grammatical,subject,mismatch,0.249081803014395,1
5,169,l1,b4,160,66,G,1,3139,ungrammatical,object,match,-0.926910971873242,1
5,171,l1,b4,162,6,D,1,2086,ungrammatical,subject,mismatch,-0.926910971873242,1
